Adsorbate 1,Adsorbate 2,num of NM atoms 1,num of NM atoms 2,num of H 1,num of H 2,Atomic num 1,Atomic num 2,PE 1,PE 2,Covalent Radius 1,Covalent Radius 2,FIE 1,FIE 2,IE 1,IE 2,EA 1,EA 2,VdW Radius 1,VdW Radius 2,num of Valence Electron 1,num of Valence Electron 2,num of Atoms,num of H,Average Atomic num,Average PE,Average Covalent Radius,Average FIE,Average IE,Average EA,Average VdW Radius,Average num of Valence Electron,PE 1 minus PE 2,PE 1 add PE 2,Covalent Radius 1 minus Covalent Radius 2,Covalent Radius 1 add Covalent Radius 2,VdW Radius 1 minus VdW Radius 2,VdW Radius 1 add VdW Radius 2,FIE 1 minus FIE 2,FIE 1 add FIE 2,EA 1 minus EA 2,EA 1 add EA 2,num of Valence 1 minus num of Valence 2,num of Valence 1 add num of Valence 2,IE 1 minus IE 2,IE 1 add IE 2,Average EA of Adsorbates squared,Average PE of Adsorbates squared,Average Covalent Radius of Adosrbates squared,Average FIE of Adsorbates squared,Average VdW Radius squared,Average Atomic num of Adsorbates squared,Average num of Valence Electron squared,Average IE squared,G_C2O2 - Gco,G_CHO - Gco,Difference
S,CH,1.00,2.00,0.00,1.00,16.00,3.50,2.58,2.38,1.03,0.54,10.36,12.43,10.36,10.64,2.08,1.01,1.80,1.45,6.00,5.00,1.50,0.50,9.75,2.48,0.79,11.39,10.50,1.54,1.63,5.50,0.21,4.96,0.49,1.57,0.35,3.25,2.07,22.79,1.07,3.09,1.00,11.00,0.28,21.00,2.38,6.14,0.62,129.83,2.64,95.06,30.25,110.25,,,
S,CH2,1.00,3.00,0.00,2.00,16.00,2.67,2.58,2.32,1.03,0.46,10.36,12.82,10.36,10.40,2.08,0.92,1.80,1.37,6.00,6.00,2.00,1.00,9.33,2.45,0.75,11.59,10.38,1.50,1.58,6.00,0.26,4.90,0.57,1.49,0.43,3.17,2.46,23.18,1.15,3.00,0.00,12.00,0.04,20.76,2.25,5.99,0.56,134.31,2.51,87.11,36.00,107.74,,,
S,CH3,1.00,4.00,0.00,3.00,16.00,2.25,2.58,2.29,1.03,0.43,10.36,13.01,10.36,9.84,2.08,0.88,1.80,1.33,6.00,7.00,2.50,1.50,9.13,2.43,0.73,11.69,10.10,1.48,1.56,6.50,0.29,4.87,0.60,1.46,0.48,3.13,2.65,23.37,1.20,2.96,1.00,13.00,0.52,20.20,2.19,5.92,0.53,136.58,2.44,83.27,42.25,102.01,0.22853 ,0.36726 ,-0.13873 
S,S,1.00,1.00,0.00,0.00,16.00,16.00,2.58,2.58,1.03,1.03,10.36,10.36,10.36,10.36,2.08,2.08,1.80,1.80,6.00,6.00,1.00,0.00,16.00,2.58,1.03,10.36,10.36,2.08,1.80,6.00,0.00,5.16,0.00,2.06,0.00,3.60,0.00,20.72,0.00,4.15,0.00,12.00,0.00,20.72,4.31,6.66,1.06,107.33,3.24,256.00,36.00,107.33,,,
S,SH,1.00,2.00,0.00,1.00,16.00,8.50,2.58,2.39,1.03,0.68,10.36,11.98,10.36,10.42,2.08,1.42,1.80,1.50,6.00,7.00,1.50,0.50,12.25,2.49,0.86,11.17,10.39,1.75,1.65,6.50,0.19,4.97,0.35,1.71,0.30,3.30,1.62,22.34,0.66,3.49,1.00,13.00,0.06,20.78,3.05,6.18,0.73,124.76,2.72,150.06,42.25,107.95,0.20593 ,0.22981 ,-0.02388 
S,SH2,1.00,3.00,0.00,2.00,16.00,6.00,2.58,2.33,1.03,0.56,10.36,12.52,10.36,10.46,2.08,1.20,1.80,1.40,6.00,8.00,2.00,1.00,11.00,2.45,0.80,11.44,10.41,1.64,1.60,7.00,0.25,4.91,0.47,1.59,0.40,3.20,2.16,22.88,0.88,3.27,2.00,14.00,0.10,20.82,2.68,6.02,0.63,130.86,2.56,121.00,49.00,108.37,,,
S,F,1.00,1.00,0.00,0.00,16.00,9.00,2.58,3.98,1.03,0.64,10.36,17.42,10.36,17.42,2.08,3.40,1.80,1.47,6.00,7.00,1.00,0.00,12.50,3.28,0.84,13.89,13.89,2.74,1.64,6.50,1.40,6.56,0.39,1.67,0.33,3.27,7.06,27.78,1.32,5.48,1.00,13.00,7.06,27.78,7.50,10.76,0.70,192.96,2.67,156.25,42.25,192.93,,,
S,Cl,1.00,1.00,0.00,0.00,16.00,17.00,2.58,3.16,1.03,0.99,10.36,12.97,10.36,12.97,2.08,3.61,1.80,1.75,6.00,7.00,1.00,0.00,16.50,2.87,1.01,11.66,11.67,2.84,1.78,6.50,0.58,5.74,0.04,2.02,0.05,3.55,2.61,23.33,1.54,5.69,1.00,13.00,2.61,23.33,8.09,8.24,1.02,136.04,3.15,272.25,42.25,136.07,,,
S,Br,1.00,1.00,0.00,0.00,16.00,35.00,2.58,2.96,1.03,1.14,10.36,11.81,10.36,11.81,2.08,3.36,1.80,1.85,6.00,7.00,1.00,0.00,25.50,2.77,1.09,11.09,11.09,2.72,1.83,6.50,0.38,5.54,0.11,2.17,0.05,3.65,1.45,22.17,1.29,5.44,1.00,13.00,1.45,22.17,7.40,7.67,1.18,122.92,3.33,650.25,42.25,122.88,,,
S,I,1.00,1.00,0.00,0.00,16.00,53.00,2.58,2.66,1.03,1.33,10.36,10.45,10.36,10.45,2.08,3.06,1.80,1.98,6.00,7.00,1.00,0.00,34.50,2.62,1.18,10.41,10.41,2.57,1.89,6.50,0.08,5.24,0.30,2.36,0.18,3.78,0.09,20.81,0.98,5.14,1.00,13.00,0.09,20.81,6.59,6.86,1.39,108.27,3.57,1190.25,42.25,108.26,,,
SH,O,2.00,1.00,1.00,0.00,8.50,8.00,2.39,3.44,0.68,0.63,11.98,13.62,10.42,13.62,1.42,1.46,1.50,1.52,7.00,6.00,1.50,0.50,8.25,2.92,0.66,12.80,12.02,1.44,1.51,6.50,1.05,5.83,0.05,1.31,0.02,3.02,1.64,25.60,0.04,2.88,1.00,13.00,3.20,24.04,2.07,8.50,0.43,163.80,2.28,68.06,42.25,144.48,,,
SH,OH,2.00,2.00,1.00,1.00,8.50,4.50,2.39,2.82,0.68,0.48,11.98,13.61,10.42,13.02,1.42,1.11,1.50,1.36,7.00,7.00,2.00,1.00,6.50,2.61,0.58,12.79,11.72,1.26,1.43,7.00,0.43,5.21,0.20,1.16,0.14,2.86,1.63,25.59,0.31,2.52,0.00,14.00,2.60,23.44,1.59,6.79,0.34,163.67,2.04,42.25,49.00,137.36,,,
SH,N,2.00,1.00,1.00,0.00,8.50,7.00,2.39,3.04,0.68,0.71,11.98,14.53,10.42,14.53,1.42,-0.07,1.50,1.55,7.00,5.00,1.50,0.50,7.75,2.72,0.70,13.26,12.48,0.67,1.53,6.00,0.65,5.43,0.03,1.39,0.05,3.05,2.56,26.51,1.49,1.35,2.00,12.00,4.11,24.95,0.45,7.37,0.48,175.73,2.33,60.06,36.00,155.63,,,
SH,NH,2.00,2.00,1.00,1.00,8.50,4.00,2.39,2.62,0.68,0.52,11.98,14.07,10.42,12.80,1.42,0.34,1.50,1.38,7.00,6.00,2.00,1.00,6.25,2.51,0.60,13.02,11.61,0.88,1.44,6.50,0.23,5.01,0.16,1.20,0.13,2.88,2.09,26.05,1.08,1.76,1.00,13.00,2.38,23.22,0.77,6.28,0.36,169.59,2.07,39.06,42.25,134.79,,,
SH,NH2,2.00,3.00,1.00,2.00,8.50,3.00,2.39,2.48,0.68,0.45,11.98,13.91,10.42,10.78,1.42,0.48,1.50,1.32,7.00,7.00,2.50,1.50,5.75,2.44,0.57,12.94,10.60,0.95,1.41,7.00,0.09,4.87,0.23,1.13,0.18,2.82,1.93,25.89,0.94,1.90,0.00,14.00,0.36,21.20,0.90,5.93,0.32,167.56,1.98,33.06,49.00,112.36,,,
SH,NH3,2.00,4.00,1.00,3.00,8.50,2.50,2.39,2.41,0.68,0.42,11.98,13.83,10.42,10.07,1.42,0.55,1.50,1.29,7.00,8.00,3.00,2.00,5.50,2.40,0.55,12.91,10.25,0.98,1.39,7.50,0.02,4.80,0.26,1.10,0.21,2.79,1.85,25.81,0.87,1.97,1.00,15.00,0.35,20.49,0.97,5.76,0.30,166.55,1.94,30.25,56.25,104.96,,,
SH,C,2.00,1.00,1.00,0.00,8.50,6.00,2.39,2.55,0.68,0.75,11.98,11.26,10.42,11.26,1.42,1.26,1.50,1.70,7.00,4.00,1.50,0.50,7.25,2.47,0.72,11.62,10.84,1.34,1.60,5.50,0.16,4.94,0.07,1.43,0.20,3.20,0.72,23.24,0.16,2.68,3.00,11.00,0.84,21.68,1.79,6.10,0.51,135.01,2.56,52.56,30.25,117.51,,,
SH,CH,2.00,2.00,1.00,1.00,8.50,3.50,2.39,2.38,0.68,0.54,11.98,12.43,10.42,10.64,1.42,1.01,1.50,1.45,7.00,5.00,2.00,1.00,6.00,2.38,0.61,12.20,10.53,1.21,1.48,6.00,0.02,4.77,0.14,1.22,0.05,2.95,0.45,24.41,0.41,2.43,2.00,12.00,0.22,21.06,1.47,5.68,0.37,148.94,2.18,36.00,36.00,110.88,0.04757 ,0.16809 ,-0.12052 
SH,CH2,2.00,3.00,1.00,2.00,8.50,2.67,2.39,2.32,0.68,0.46,11.98,12.82,10.42,10.40,1.42,0.92,1.50,1.37,7.00,6.00,2.50,1.50,5.58,2.35,0.57,12.40,10.41,1.17,1.43,6.50,0.07,4.71,0.22,1.14,0.13,2.87,0.84,24.80,0.49,2.34,1.00,13.00,0.02,20.82,1.37,5.54,0.32,153.73,2.05,31.17,42.25,108.37,0.09286 ,0.25574 ,-0.16288 
SH,CH3,2.00,4.00,1.00,3.00,8.50,2.25,2.39,2.29,0.68,0.43,11.98,13.01,10.42,9.84,1.42,0.88,1.50,1.33,7.00,7.00,3.00,2.00,5.38,2.34,0.56,12.50,10.13,1.15,1.41,7.00,0.10,4.68,0.25,1.11,0.18,2.83,1.03,24.99,0.54,2.30,0.00,14.00,0.58,20.26,1.32,5.47,0.31,156.16,2.00,28.89,49.00,102.62,,,
SH,S,2.00,1.00,1.00,0.00,8.50,16.00,2.39,2.58,0.68,1.03,11.98,10.36,10.42,10.36,1.42,2.08,1.50,1.80,7.00,6.00,1.50,0.50,12.25,2.49,0.86,11.17,10.39,1.75,1.65,6.50,0.19,4.97,0.35,1.71,0.30,3.30,1.62,22.34,0.66,3.49,1.00,13.00,0.06,20.78,3.05,6.18,0.73,124.76,2.72,150.06,42.25,107.95,0.20593 ,0.22981 ,-0.02388 
SH,SH,2.00,2.00,1.00,1.00,8.50,8.50,2.39,2.39,0.68,0.68,11.98,11.98,10.42,10.42,1.42,1.42,1.50,1.50,7.00,7.00,2.00,1.00,8.50,2.39,0.68,11.98,10.42,1.42,1.50,7.00,0.00,4.78,0.00,1.36,0.00,3.00,0.00,23.96,0.00,2.83,0.00,14.00,0.00,20.84,2.01,5.71,0.46,143.50,2.25,72.25,49.00,108.58,,,
SH,SH2,2.00,3.00,1.00,2.00,8.50,6.00,2.39,2.33,0.68,0.56,11.98,12.52,10.42,10.46,1.42,1.20,1.50,1.40,7.00,8.00,2.50,1.50,7.25,2.36,0.62,12.25,10.44,1.31,1.45,7.50,0.06,4.72,0.12,1.24,0.10,2.90,0.54,24.50,0.22,2.61,1.00,15.00,0.04,20.88,1.71,5.56,0.38,150.03,2.10,52.56,56.25,108.99,-0.02999 ,0.21996 ,-0.24995 
SH,F,2.00,1.00,1.00,0.00,8.50,9.00,2.39,3.98,0.68,0.64,11.98,17.42,10.42,17.42,1.42,3.40,1.50,1.47,7.00,7.00,1.50,0.50,8.75,3.19,0.66,14.70,13.92,2.41,1.49,7.00,1.59,6.37,0.04,1.32,0.03,2.97,5.44,29.40,1.98,4.82,0.00,14.00,7.00,27.84,5.80,10.14,0.44,216.10,2.21,76.56,49.00,193.77,0.06500 ,0.21958 ,-0.15458 
SH,Cl,2.00,1.00,1.00,0.00,8.50,17.00,2.39,3.16,0.68,0.99,11.98,12.97,10.42,12.97,1.42,3.61,1.50,1.75,7.00,7.00,1.50,0.50,12.75,2.78,0.84,12.47,11.70,2.51,1.63,7.00,0.77,5.55,0.31,1.67,0.25,3.25,0.99,24.95,2.20,5.03,0.00,14.00,2.55,23.39,6.32,7.70,0.70,155.58,2.64,162.56,49.00,136.77,,,
SH,Br,2.00,1.00,1.00,0.00,8.50,35.00,2.39,2.96,0.68,1.14,11.98,11.81,10.42,11.81,1.42,3.36,1.50,1.85,7.00,7.00,1.50,0.50,21.75,2.68,0.91,11.90,11.12,2.39,1.68,7.00,0.57,5.35,0.46,1.82,0.35,3.35,0.16,23.79,1.95,4.78,0.00,14.00,1.39,22.23,5.71,7.16,0.83,141.53,2.81,473.06,49.00,123.54,0.25777 ,0.26969 ,-0.01192 
SH,I,2.00,1.00,1.00,0.00,8.50,53.00,2.39,2.66,0.68,1.33,11.98,10.45,10.42,10.45,1.42,3.06,1.50,1.98,8.00,7.00,1.50,0.50,30.75,2.53,1.01,11.22,10.44,2.24,1.74,7.50,0.27,5.05,0.65,2.01,0.48,3.48,1.53,22.43,1.64,4.48,1.00,15.00,0.03,20.87,5.01,6.38,1.01,125.78,3.03,945.56,56.25,108.89,,,
SH2,O,3.00,1.00,2.00,0.00,6.00,8.00,2.33,3.44,0.56,0.63,12.52,13.62,10.46,13.62,1.20,1.46,1.40,1.52,8.00,6.00,2.00,1.00,7.00,2.88,0.60,13.07,12.04,1.33,1.46,7.00,1.11,5.77,0.07,1.19,0.12,2.92,1.10,26.14,0.26,2.66,2.00,14.00,3.16,24.08,1.76,8.31,0.35,170.78,2.13,49.00,49.00,144.96,,,
SH2,OH,3.00,2.00,2.00,1.00,6.00,4.50,2.33,2.82,0.56,0.48,12.52,13.61,10.46,13.02,1.20,1.11,1.40,1.36,8.00,7.00,2.50,1.50,5.25,2.57,0.52,13.06,11.74,1.15,1.38,7.50,0.49,5.15,0.08,1.04,0.04,2.76,1.09,26.13,0.09,2.30,1.00,15.00,2.56,23.48,1.33,6.62,0.27,170.65,1.90,27.56,56.25,137.83,-0.07377 ,0.32325 ,-0.39703 
SH2,N,3.00,1.00,2.00,0.00,6.00,7.00,2.33,3.04,0.56,0.71,12.52,14.53,10.46,14.53,1.20,-0.07,1.40,1.55,8.00,5.00,2.00,1.00,6.50,2.68,0.64,13.53,12.50,0.56,1.48,6.50,0.71,5.37,0.15,1.27,0.15,2.95,2.02,27.05,1.27,1.13,3.00,13.00,4.07,24.99,0.32,7.20,0.40,182.96,2.18,42.25,42.25,156.13,,,
SH2,NH,3.00,2.00,2.00,1.00,6.00,4.00,2.33,2.62,0.56,0.52,12.52,14.07,10.46,12.80,1.20,0.34,1.40,1.38,8.00,6.00,2.50,1.50,5.00,2.47,0.54,13.29,11.63,0.77,1.39,7.00,0.29,4.95,0.04,1.08,0.03,2.78,1.55,26.58,0.85,1.54,2.00,14.00,2.34,23.26,0.59,6.12,0.29,176.69,1.93,25.00,49.00,135.26,,,
SH2,NH2,3.00,3.00,2.00,2.00,6.00,3.00,2.33,2.48,0.56,0.45,12.52,13.91,10.46,10.78,1.20,0.48,1.40,1.32,8.00,7.00,3.00,2.00,4.50,2.40,0.51,13.21,10.62,0.84,1.36,7.50,0.15,4.81,0.11,1.01,0.08,2.72,1.39,26.43,0.72,1.68,1.00,15.00,0.32,21.24,0.70,5.78,0.26,174.62,1.85,20.25,56.25,112.78,,,
SH2,NH3,3.00,4.00,2.00,3.00,6.00,2.50,2.33,2.41,0.56,0.42,12.52,13.83,10.46,10.07,1.20,0.55,1.40,1.29,8.00,8.00,3.50,2.50,4.25,2.37,0.49,13.18,10.27,0.87,1.34,8.00,0.08,4.74,0.14,0.98,0.11,2.69,1.31,26.35,0.65,1.74,0.00,16.00,0.39,20.53,0.76,5.61,0.24,173.59,1.81,18.06,64.00,105.37,,,
SH2,C,3.00,1.00,2.00,0.00,6.00,6.00,2.33,2.55,0.56,0.75,12.52,11.26,10.46,11.26,1.20,1.26,1.40,1.70,8.00,4.00,2.00,1.00,6.00,2.44,0.66,11.89,10.86,1.23,1.55,6.00,0.22,4.88,0.19,1.31,0.30,3.10,1.26,23.78,0.07,2.46,4.00,12.00,0.80,21.72,1.51,5.95,0.43,141.36,2.40,36.00,36.00,117.94,,,
SH2,CH,3.00,2.00,2.00,1.00,6.00,3.50,2.33,2.38,0.56,0.54,12.52,12.43,10.46,10.64,1.20,1.01,1.40,1.45,8.00,5.00,2.50,1.50,4.75,2.35,0.55,12.47,10.55,1.10,1.43,6.50,0.05,4.70,0.02,1.10,0.05,2.85,0.09,24.95,0.19,2.20,3.00,13.00,0.18,21.10,1.21,5.53,0.30,155.60,2.03,22.56,42.25,111.30,,,
SH2,CH2,3.00,3.00,2.00,2.00,6.00,2.67,2.33,2.32,0.56,0.46,12.52,12.82,10.46,10.40,1.20,0.92,1.40,1.37,8.00,6.00,3.00,2.00,4.33,2.32,0.51,12.67,10.43,1.06,1.38,7.00,0.01,4.64,0.10,1.02,0.03,2.77,0.30,25.34,0.27,2.12,2.00,14.00,0.06,20.86,1.12,5.39,0.26,160.50,1.91,18.78,49.00,108.78,0.10037 ,-0.01241 ,0.11278 
SH2,CH3,3.00,4.00,2.00,3.00,6.00,2.25,2.33,2.29,0.56,0.43,12.52,13.01,10.46,9.84,1.20,0.88,1.40,1.33,8.00,7.00,3.50,2.50,4.13,2.31,0.50,12.77,10.15,1.04,1.36,7.50,0.04,4.61,0.13,0.99,0.08,2.73,0.49,25.53,0.32,2.08,1.00,15.00,0.62,20.30,1.08,5.32,0.25,162.97,1.86,17.02,56.25,103.02,,,
SH2,S,3.00,1.00,2.00,0.00,6.00,16.00,2.33,2.58,0.56,1.03,12.52,10.36,10.46,10.36,1.20,2.08,1.40,1.80,8.00,6.00,2.00,1.00,11.00,2.45,0.80,11.44,10.41,1.64,1.60,7.00,0.25,4.91,0.47,1.59,0.40,3.20,2.16,22.88,0.88,3.27,2.00,14.00,0.10,20.82,2.68,6.02,0.63,130.86,2.56,121.00,49.00,108.37,,,
SH2,SH,3.00,2.00,2.00,1.00,6.00,8.50,2.33,2.39,0.56,0.68,12.52,11.98,10.46,10.42,1.20,1.42,1.40,1.50,8.00,7.00,2.50,1.50,7.25,2.36,0.62,12.25,10.44,1.31,1.45,7.50,0.06,4.72,0.12,1.24,0.10,2.90,0.54,24.50,0.22,2.61,1.00,15.00,0.04,20.88,1.70,5.56,0.38,150.03,2.10,52.56,56.25,108.99,-0.02999 ,0.21996 ,-0.24995 
SH2,SH2,3.00,3.00,2.00,2.00,6.00,6.00,2.33,2.33,0.56,0.56,12.52,12.52,10.46,10.46,1.20,1.20,1.40,1.40,8.00,8.00,3.00,2.00,6.00,2.33,0.56,12.52,10.46,1.20,1.40,8.00,0.00,4.65,0.00,1.12,0.00,2.80,0.00,25.04,0.00,2.39,0.00,16.00,0.00,20.92,1.43,5.41,0.31,156.72,1.96,36.00,64.00,109.41,,,
SH2,F,3.00,1.00,2.00,0.00,6.00,9.00,2.33,3.98,0.56,0.64,12.52,17.42,10.46,17.42,1.20,3.40,1.40,1.47,8.00,7.00,2.00,1.00,7.50,3.15,0.60,14.97,13.94,2.30,1.44,7.50,1.65,6.31,0.08,1.20,0.07,2.87,4.90,29.94,2.21,4.60,1.00,15.00,6.96,27.88,5.28,9.94,0.36,224.11,2.06,56.25,56.25,194.32,0.11066 ,0.15424 ,-0.04358 
SH2,Cl,3.00,1.00,2.00,0.00,6.00,17.00,2.33,3.16,0.56,0.99,12.52,12.97,10.46,12.97,1.20,3.61,1.40,1.75,8.00,7.00,2.00,1.00,11.50,2.74,0.78,12.74,11.72,2.40,1.58,7.50,0.83,5.49,0.43,1.55,0.35,3.15,0.45,25.49,2.42,4.81,1.00,15.00,2.51,23.43,5.78,7.53,0.60,162.38,2.48,132.25,56.25,137.24,,,
SH2,Br,3.00,1.00,2.00,0.00,6.00,35.00,2.33,2.96,0.56,1.14,12.52,11.81,10.46,11.81,1.20,3.36,1.40,1.85,8.00,7.00,2.00,1.00,20.50,2.64,0.85,12.17,11.14,2.28,1.63,7.50,0.63,5.29,0.58,1.70,0.45,3.25,0.70,24.33,2.17,4.56,1.00,15.00,1.35,22.27,5.20,6.99,0.72,148.02,2.64,420.25,56.25,123.99,,,
SH2,I,3.00,1.00,2.00,0.00,6.00,53.00,2.33,2.66,0.56,1.33,12.52,10.45,10.46,10.45,1.20,3.06,1.40,1.98,8.00,7.00,2.00,1.00,29.50,2.49,0.95,11.48,10.46,2.13,1.69,7.50,0.33,4.99,0.77,1.89,0.58,3.38,2.07,22.97,1.86,4.26,1.00,15.00,0.01,20.91,4.53,6.22,0.89,131.90,2.86,870.25,56.25,109.31,,,
F,O,1.00,1.00,0.00,0.00,9.00,8.00,3.98,3.44,0.64,0.63,17.42,13.62,17.42,13.62,3.40,1.46,1.47,1.52,7.00,6.00,1.00,0.00,8.50,3.71,0.64,15.52,15.52,2.43,1.50,6.50,0.54,7.42,0.01,1.27,0.05,2.99,3.80,31.04,1.94,4.86,1.00,13.00,3.80,31.04,5.91,13.76,0.40,240.87,2.24,72.25,42.25,240.87,,,
F,OH,1.00,2.00,0.00,1.00,9.00,4.50,3.98,2.82,0.64,0.48,17.42,13.61,17.42,13.02,3.40,1.11,1.47,1.36,7.00,7.00,1.50,0.50,6.75,3.40,0.56,15.52,15.22,2.25,1.42,7.00,1.16,6.80,0.16,1.12,0.11,2.83,3.81,31.03,2.29,4.51,0.00,14.00,4.40,30.44,5.08,11.56,0.31,240.72,2.00,45.56,49.00,231.65,0.09512 ,0.23116 ,-0.13604 
F,N,1.00,1.00,0.00,0.00,9.00,7.00,3.98,3.04,0.64,0.71,17.42,14.53,17.42,14.53,3.40,-0.07,1.47,1.55,7.00,5.00,1.00,0.00,8.00,3.51,0.68,15.98,15.98,1.67,1.51,6.00,0.94,7.02,0.07,1.35,0.08,3.02,2.89,31.96,3.47,3.33,2.00,12.00,2.89,31.95,2.77,12.32,0.46,255.30,2.28,64.00,36.00,255.20,,,
F,NH,1.00,2.00,0.00,1.00,9.00,4.00,3.98,2.62,0.64,0.52,17.42,14.07,17.42,12.80,3.40,0.34,1.47,1.38,7.00,6.00,1.50,0.50,6.50,3.30,0.58,15.74,15.11,1.87,1.42,6.50,1.36,6.60,0.12,1.16,0.10,2.85,3.36,31.49,3.06,3.74,1.00,13.00,4.62,30.22,3.50,10.89,0.34,247.87,2.02,42.25,42.25,228.31,,,
F,NH2,1.00,3.00,0.00,2.00,9.00,3.00,3.98,2.48,0.64,0.45,17.42,13.91,17.42,10.78,3.40,0.48,1.47,1.32,7.00,7.00,2.00,1.00,6.00,3.23,0.55,15.67,14.10,1.94,1.39,7.00,1.50,6.46,0.19,1.09,0.15,2.79,3.51,31.33,2.92,3.88,0.00,14.00,6.64,28.20,3.76,10.43,0.30,245.42,1.94,36.00,49.00,198.81,,,
F,NH3,1.00,4.00,0.00,3.00,9.00,2.50,3.98,2.41,0.64,0.42,17.42,13.83,17.42,10.07,3.40,0.55,1.47,1.29,7.00,8.00,2.50,1.50,5.75,3.20,0.53,15.63,13.75,1.97,1.38,7.50,1.57,6.39,0.22,1.06,0.18,2.76,3.59,31.25,2.85,3.95,1.00,15.00,7.35,27.49,3.90,10.21,0.28,244.20,1.90,33.06,56.25,188.93,,,
F,C,1.00,1.00,0.00,0.00,9.00,6.00,3.98,2.55,0.64,0.75,17.42,11.26,17.42,11.26,3.40,1.26,1.47,1.70,7.00,4.00,1.00,0.00,7.50,3.27,0.70,14.34,14.34,2.33,1.59,5.50,1.43,6.53,0.11,1.39,0.23,3.17,6.16,28.68,2.14,4.66,3.00,11.00,6.16,28.68,5.44,10.66,0.48,205.66,2.51,56.25,30.25,205.64,,,
F,CH,1.00,2.00,0.00,1.00,9.00,3.50,3.98,2.38,0.64,0.54,17.42,12.43,17.42,10.64,3.40,1.01,1.47,1.45,7.00,5.00,1.50,0.50,6.25,3.18,0.59,14.93,14.03,2.20,1.46,6.00,1.61,6.36,0.10,1.18,0.02,2.92,4.99,29.85,2.39,4.41,2.00,12.00,6.78,28.06,4.86,10.10,0.35,222.77,2.13,39.06,36.00,196.84,-0.08787 ,0.01580 ,-0.10367 
F,CH2,1.00,3.00,0.00,2.00,9.00,2.67,3.98,2.32,0.64,0.46,17.42,12.82,17.42,10.40,3.40,0.92,1.47,1.37,7.00,6.00,2.00,1.00,5.83,3.15,0.55,15.12,13.91,2.16,1.42,6.50,1.66,6.30,0.18,1.10,0.10,2.84,4.60,30.24,2.48,4.32,1.00,13.00,7.02,27.82,4.67,9.91,0.30,228.62,2.01,34.03,42.25,193.49,,,
F,CH3,1.00,4.00,0.00,3.00,9.00,2.25,3.98,2.29,0.64,0.43,17.42,13.01,17.42,9.84,3.40,0.88,1.47,1.33,7.00,7.00,2.50,1.50,5.63,3.13,0.54,15.22,13.63,2.14,1.40,7.00,1.69,6.27,0.21,1.07,0.15,2.80,4.41,30.44,2.52,4.28,0.00,14.00,7.58,27.26,4.58,9.82,0.29,231.58,1.95,31.64,49.00,185.78,0.18011 ,0.28689 ,-0.10677 
F,S,1.00,1.00,0.00,0.00,9.00,16.00,3.98,2.58,0.64,1.03,17.42,10.36,17.42,10.36,3.40,2.08,1.47,1.80,7.00,6.00,1.00,0.00,12.50,3.28,0.84,13.89,13.89,2.74,1.64,6.50,1.40,6.56,0.39,1.67,0.33,3.27,7.06,27.78,1.32,5.48,1.00,13.00,7.06,27.78,7.50,10.76,0.70,192.96,2.67,156.25,42.25,192.93,,,
F,SH,1.00,2.00,0.00,1.00,9.00,8.50,3.98,2.39,0.64,0.68,17.42,11.98,17.42,10.42,3.40,1.42,1.47,1.50,7.00,7.00,1.50,0.50,8.75,3.19,0.66,14.70,13.92,2.41,1.49,7.00,1.59,6.37,0.04,1.32,0.03,2.97,5.44,29.40,1.99,4.82,0.00,14.00,7.00,27.84,5.80,10.14,0.44,216.10,2.21,76.56,49.00,193.77,0.06500 ,0.21958 ,-0.15458 
F,SH2,1.00,3.00,0.00,2.00,9.00,6.00,3.98,2.33,0.64,0.56,17.42,12.52,17.42,10.46,3.40,1.20,1.47,1.40,7.00,8.00,2.00,1.00,7.50,3.15,0.60,14.97,13.94,2.30,1.44,7.50,1.65,6.31,0.08,1.20,0.07,2.87,4.90,29.94,2.21,4.60,1.00,15.00,6.96,27.88,5.28,9.94,0.36,224.11,2.06,56.25,56.25,194.32,0.11066 ,0.15424 ,-0.04358 
F,F,1.00,1.00,0.00,0.00,9.00,9.00,3.98,3.98,0.64,0.64,17.42,17.42,17.42,17.42,3.40,3.40,1.47,1.47,7.00,7.00,1.00,0.00,9.00,3.98,0.64,17.42,17.42,3.40,1.47,7.00,0.00,7.96,0.00,1.28,0.00,2.94,0.00,34.84,0.00,6.80,0.00,14.00,0.00,34.84,11.57,15.84,0.41,303.53,2.16,81.00,49.00,303.46,,,
F,Cl,1.00,1.00,0.00,0.00,9.00,17.00,3.98,3.16,0.64,0.99,17.42,12.97,17.42,12.97,3.40,3.61,1.47,1.75,7.00,7.00,1.00,0.00,13.00,3.57,0.82,15.19,15.20,3.51,1.61,7.00,0.82,7.14,0.35,1.63,0.28,3.22,4.46,30.39,0.21,7.01,0.00,14.00,4.45,30.39,12.30,12.74,0.66,230.87,2.59,169.00,49.00,230.89,,,
F,Br,1.00,1.00,0.00,0.00,9.00,35.00,3.98,2.96,0.64,1.14,17.42,11.81,17.42,11.81,3.40,3.36,1.47,1.85,7.00,7.00,1.00,0.00,22.00,3.47,0.89,14.62,14.62,3.38,1.66,7.00,1.02,6.94,0.50,1.78,0.38,3.32,5.61,29.24,0.04,6.76,0.00,14.00,5.61,29.23,11.44,12.04,0.79,213.69,2.76,484.00,49.00,213.60,,,
